1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		4
16		2
17		14
18		16
19		42
20		92
21		208
22		382
23		834
24		1748
25 		3568
26 		7066
27 		14914
28 		28618
29 		60712
30 		120872
31 		240102
32 		483328
33 		992812
34 		1948804
35 		3975364
36 		7933368
37 		15876692
38 		31759760
39 		64035868
40 		126968066
41 		255821994
42 		510650874
43 		1019984988
44 		2037991854
45 		4087847100
46 		8137581604

